ICSD_code,space_group
159630,F d -3 m Z
159645,F d -3 m Z
159650,F d -3 m Z
159673,F d -3 Z
159691,F d -3 Z
159692,P m -3
159693,P m -3
159694,P m -3
159695,P m -3
159696,P m -3
159697,P m -3
159698,P m -3
159699,P m -3
159712,F d -3 m Z
159714,I 21 3
159715,I 21 3
159728,I a -3 d
159729,I a -3 d
159730,I a -3 d
159731,I a -3 d
159732,I a -3 d
159733,I a -3 d
159760,I a -3
159766,P 41 3 2
159767,P 41 3 2
159768,P 41 3 2
159769,P 41 3 2
159794,F d -3 m Z
159795,F d -3 m Z
159796,F d -3 m Z
159797,F d -3 m Z
159798,F d -3 m Z
159799,F d -3 m Z
159800,F d -3 m Z
159801,F d -3 m Z
159802,F d -3 m Z
159803,F d -3 m Z
159804,F d -3 m Z
159805,F d -3 m Z
159806,F d -3 m Z
159807,F d -3 m Z
159808,F d -3 m Z
159809,F d -3 m Z
15981,P a -3
159865,I a -3
15991,P a -3
159920,P 21 3
159926,I -4 3 d
15999,P n -3 m S
16,F m -3
160045,I m -3
160059,F d -3 m Z
16006,P 21 3
160060,F d -3 m Z
160061,F d -3 m Z
160062,F d -3 m Z
160063,F d -3 m Z
160088,F d -3 m Z
160096,P -4 3 m
160097,F d -3 m Z
160150,F d -3 m Z
160151,F d -3 m Z
160158,F d -3 m Z
160159,F d -3 m Z
160160,F d -3 m Z
160161,F d -3 m Z
160162,F d -3 m Z
160163,F d -3 m Z
160164,F d -3 m Z
160173,I m -3 m
160289,P 21 3
160290,P 21 3
160318,F d -3 m Z
160319,F d -3 m Z
160436,I -4 3 m
16044,F m -3 m
160452,P a -3
160453,P a -3
160467,F d -3 m Z
160468,F d -3 m Z
160469,F d -3 m Z
160470,F d -3 m Z
160599,F d -3 m Z
160600,F d -3 m Z
160645,F d -3 m Z
160646,F d -3 m Z
160647,I a -3 d
160648,I a -3 d
160655,F d -3 m Z
160657,I m -3 m
16066,I -4 3 d
160698,F d -3 m Z
160699,F d -3 m Z
160700,F -4 3 m
160720,F -4 3 m
160797,I m -3
160864,F d -3 m Z
160865,F d -3 m Z
160866,F d -3 m Z
160886,I a -3
160888,I a -3
160889,I a -3
160890,I a -3
160945,I m -3
160953,F d -3 m Z
160966,P 43 3 2
160999,F d -3 Z
161000,F d -3 Z
161001,F d -3 Z
161002,F d -3 Z
161003,F d -3 m Z
161004,F d -3 m Z
161005,F d -3 m Z
161006,F d -3 m Z
161007,F d -3 m Z
161018,I 21 3
161027,F d -3 m Z
161028,F d -3 m Z
161127,F -4 3 m
161146,I m -3 m
161154,F d -3 m Z
161258,F d -3 m Z
16127,F m -3
161281,F d -3 m Z
161323,F m -3 c
161342,I a -3 d
161343,I a -3 d
161345,I -4 3 m
161346,I -4 3 m
161347,I -4 3 m
161348,I -4 3 m
161349,I -4 3 m
161350,I -4 3 m
161351,I -4 3 m
161352,I -4 3 m
161353,I -4 3 m
161354,I -4 3 m
161355,I -4 3 m
161356,I -4 3 m
161357,I -4 3 m
161358,I -4 3 m
161359,I -4 3 m
161360,I -4 3 m
161386,I a -3 d
161387,I a -3 d
161388,I a -3 d
161389,I a -3 d
161405,F d -3 m Z
161406,F d -3 m Z
161420,I m -3
161421,I m -3
161422,I m -3
161423,I m -3
161424,I m -3
161425,I m -3
161426,I m -3
161427,I m -3
161428,I m -3
161432,F -4 3 m
161491,I m -3
161537,F d -3 m Z
161538,F d -3 m Z
161572,F d -3 m Z
161574,F d -3 m Z
161575,F d -3 m Z
161578,F d -3 m Z
161643,F d -3 Z
161644,F d -3 Z
161645,F d -3 Z
161646,F d -3 Z
161647,F d -3 Z
161648,F d -3 Z
161669,F -4 3 m
161670,F -4 3 m
161692,F -4 3 m
161693,F -4 3 m
161734,P 21 3
161764,I -4 3 d
16177,I -4 3 m
161772,I -4 3 m
161807,I m -3 m
161808,I m -3 m
161852,F m -3 c
161853,F m -3 c
161854,F m -3 c
161855,F m -3 c
161856,I m -3
161857,I m -3
161858,I m -3
161859,I m -3
161860,I m -3
161861,I m -3
161862,I m -3
161863,I m -3
161864,I m -3
161865,I m -3
161877,P 2 3
1619,F d -3 m S
161905,F d -3 m Z
161949,P m -3 n
161950,P m -3 n
161987,I a -3 d
162000,I -4 3 d
162007,I -4 3 d
162008,I -4 3 d
162009,I -4 3 d
162100,I m -3
162101,I m -3
162102,I m -3
162119,F -4 3 m
162130,F d -3 m Z
162159,I a -3 d
162160,I a -3 d
162161,P m -3 n
162162,P m -3 n
162163,P m -3 n
162164,P m -3 n
162165,I a -3 d
162166,I a -3 d
162167,P m -3 n
162168,P m -3 n
162169,P m -3 n
162170,P m -3 n
162171,P m -3 n
162172,I a -3 d
162173,I a -3 d
162174,I a -3 d
162175,I a -3 d
162176,I a -3 d
162177,I a -3 d
162178,I a -3 d
162179,I a -3 d
162180,I a -3 d
162181,I a -3 d
162182,I a -3 d
162183,I a -3 d
162184,I a -3 d
162185,I a -3 d
162186,I a -3 d
162196,F -4 3 m
162197,F -4 3 m
162198,F -4 3 m
162266,F d -3 m Z
162382,F d -3 m Z
162392,F d -3 m S
162393,F d -3 m S
162394,F d -3 m S
162395,F d -3 m S
162396,F d -3 m S
162397,F d -3 m S
162400,F d -3 m Z
162401,F d -3 m Z
162402,F d -3 m Z
162403,F d -3 m Z
162405,F d -3 m S
162406,F d -3 m S
162491,P -4 3 n
1625,P -4 3 m
162575,F d -3 m Z
162576,F d -3 m Z
162592,F d -3 m Z
162593,F d -3 m Z
162606,P m -3 n
162644,F d -3 m Z
162645,F d -3 m Z
162646,F d -3 m Z
162647,F d -3 m Z
162648,F d -3 m Z
162688,I -4 3 d
162727,P 43 3 2
162728,F d -3 m Z
162729,P 43 3 2
162730,F d -3 m Z
162731,P 43 3 2
162732,F d -3 m Z
162759,I m -3
162760,I m -3
162761,I m -3
16277,P -4 3 m
162778,F d -3 m S
162779,F d -3 m S
162781,F d -3 m S
162782,F d -3 m S
162806,P 43 3 2
162929,P m -3 n
162937,P 21 3
162953,I a -3 d
162957,P 43 3 2
162958,P 41 3 2
162959,P 41 3 2
163042,P 21 3
163145,F -4 3 m
163148,P n -3 m S
163268,F d -3 m Z
163269,F d -3 m Z
163270,F d -3 m Z
163271,F d -3 m Z
163272,F d -3 m Z
163273,F d -3 m Z
163274,F d -3 m Z
163275,F d -3 m Z
163276,F d -3 m Z
163277,F d -3 m Z
163278,F d -3 m Z
163279,F d -3 m Z
163280,F d -3 m Z
163281,F d -3 m Z
163282,F d -3 m Z
163306,F d -3 m S
163308,F -4 3 m
163355,P 21 3
163387,F d -3 m Z
163388,F d -3 m Z
163389,F d -3 m Z
163390,F d -3 m Z
163391,F d -3 m Z
163392,F d -3 m Z
163393,F d -3 m Z
163394,F d -3 m Z
163395,F d -3 m Z
163396,F d -3 m Z
163397,F d -3 m Z
163411,P 41 3 2
163412,P 41 3 2
163413,P 41 3 2
163414,P 41 3 2
163415,P 41 3 2
163416,P 41 3 2
163417,P 41 3 2
163418,P 41 3 2
163419,P 41 3 2
163420,P 41 3 2
163421,P 41 3 2
163422,P 41 3 2
163423,P m -3 n
163424,P 21 3
163427,F -4 3 m
163428,F -4 3 m
163429,F -4 3 m
163430,F -4 3 m
163431,F -4 3 m
163432,F -4 3 m
163433,F -4 3 m
163434,F -4 3 m
163435,F -4 3 m
163437,F -4 3 m
163438,F -4 3 m
163439,F -4 3 m
163440,F -4 3 m
163441,F -4 3 m
163442,F -4 3 m
163443,F -4 3 m
163484,F d -3 m Z
163485,F d -3 m Z
163486,F d -3 m Z
163487,F d -3 m Z
163488,F d -3 m Z
163565,I -4 3 m
163707,F d -3 m Z
163730,I a -3
163731,I a -3
163732,I a -3
163733,I a -3
163797,F d -3 m Z
163799,F d -3 m Z
163801,F d -3 m Z
163858,F -4 3 m
16386,P m -3 n
163860,I a -3 d
163861,I a -3 d
163862,F d -3 m Z
163877,F d -3 m Z
163878,F d -3 m Z
163879,F d -3 m Z
163880,F d -3 m Z
163881,F d -3 m Z
163882,F d -3 m Z
163883,F d -3 m Z
163884,F d -3 m Z
163885,F d -3 m Z
163909,I -4 3 m
163926,F -4 3 m
163927,F d -3 m Z
163930,F d -3 m Z
163931,F d -3 m Z
163936,P m -3 n
163939,F d -3 m S
16394,I a -3
163941,F d -3 m Z
163944,I a -3
163976,F d -3 m Z
164005,F d -3 Z
164006,F d -3 Z
164080,P 43 3 2
164081,P 43 3 2
164142,F d -3 m Z
164169,F d -3 m Z
164229,F m -3 c
16423,F -4 3 m
164230,F m -3 c
164231,F m -3 c
164232,F m -3 c
164233,F m -3 c
16428,P a -3
164285,F d -3 m Z
164286,F d -3 m Z
164287,F d -3 m Z
164349,I -4 3 m
16435,F 41 3 2
164365,F m -3 c
164366,F m -3 c
164403,P m -3 n
164404,P m -3 n
164407,I -4 3 d
164431,P 41 3 2
164432,P 41 3 2
164434,P 41 3 2
164435,P 41 3 2
164436,P 41 3 2
164437,P 41 3 2
164438,P 41 3 2
164439,P 41 3 2
164440,P 41 3 2
164441,P 41 3 2
164442,P 41 3 2
164443,P 41 3 2
164444,P 41 3 2
164449,I m -3 m
164451,I m -3 m
164481,I -4 3 m
164543,I m -3
164544,I m -3
164545,I m -3
164546,I m -3
164547,I m -3
16462,P a -3
164624,I a -3 d
16463,P a -3
164633,I -4 3 d
164634,I -4 3 d
164636,F d -3 m Z
164667,I a -3 d
164762,I m -3 m
164765,F d -3 m Z
164810,F d -3 m Z
164907,P n -3 Z
16491,P m -3 m
164954,I m -3
164955,I m -3
165061,F d -3 m Z
165062,F d -3 m Z
165063,F d -3 m Z
165064,F d -3 m Z
16510,I -4 3 d
16511,I -4 3 d
165113,I a -3 d
165114,I a -3 d
165115,I a -3 d
165163,I -4 3 m
165168,F d -3 m Z
165169,F d -3 m Z
165179,P m -3 n
165230,F m -3 c
165231,F m -3 c
165232,F m -3 c
165261,P 41 3 2
165285,I a -3
165286,I a -3
165287,I 21 3
165307,P -4 3 m
165308,P -4 3 m
165309,P -4 3 m
16533,P -4 3 n
165365,I a -3 d
165368,P 41 3 2
165369,P m -3 n
165370,P m -3 n
165393,P m -3 n
165394,P m -3 n
165408,P n -3 m Z
165409,P n -3 m Z
165410,P n -3 m Z
165411,P n -3 m Z
165454,P 41 3 2
165664,I a -3 d
165665,I a -3 d
165666,I a -3 d
165667,I a -3 d
16569,I a -3
16571,I -4 3 m
16572,I -4 3 m
165770,I a -3
165771,I a -3
165772,I a -3
165773,I a -3
165774,I a -3
165775,I a -3
165776,I a -3
165777,I a -3
165778,I a -3
165779,I a -3
165803,P m -3 n
165804,I -4 3 m
165813,F d -3 m Z
165814,F d -3 m Z
165815,F d -3 m Z
165816,F d -3 m Z
165910,I m -3
165911,I m -3
16592,I a -3 d
165931,F d -3 m Z
165932,F d -3 m Z
165933,F d -3 m Z
166058,I a -3 d
166132,F d -3 m Z
166133,F d -3 m Z
166134,F d -3 m Z
166287,F d -3 m Z
16640,F m -3 m
166491,F d -3 m Z
166492,F d -3 m Z
166493,F d -3 m Z
166494,F d -3 m Z
166495,F d -3 m Z
166496,F d -3 m Z
166500,F d -3 m S
166525,F d -3 m Z
166526,F d -3 m Z
166545,F d -3 m Z
166546,F d -3 m Z
16655,I -4 3 d
166566,F d -3 m Z
166567,F d -3 m Z
166585,P 41 3 2
166591,P 21 3
166596,I 2 3
166597,I 2 3
166599,I -4 3 m
166642,I m -3
166650,F m -3 c
166651,F m -3 c
166653,F m -3 c
166654,F m -3 c
166677,F d -3 m Z
166709,P m -3 n
166710,P m -3 n
166711,P m -3 n
166712,P m -3 n
166827,P -4 3 n
166836,I a -3
166892,I m -3
166918,P m -3 n
166919,I a -3 d
166920,I a -3 d
166922,F -4 3 m
166923,F -4 3 m
166924,F -4 3 m
166989,F d -3 m Z
166991,F d -3 Z
167009,P 21 3
167046,F d -3 m Z
167058,F d -3 m Z
167071,P n -3 Z
167120,F -4 3 m
167141,P -4 3 m
167156,I m -3
167157,I m -3
167158,I m -3
167159,I m -3
167250,I -4 3 d
167263,F d -3 m Z
167264,F d -3 m Z
167265,F d -3 m Z
167267,P -4 3 m
167355,I 2 3
167378,P 43 3 2
167392,I -4 3 d
167400,F d -3 m S
167401,F d -3 m S
167402,F d -3 m S
167403,F d -3 m S
167404,F d -3 m S
167405,F d -3 m S
167406,F d -3 m S
167425,F d -3 m S
167426,F d -3 m S
167427,F d -3 m S
167428,F d -3 m S
167429,F d -3 m S
167430,F d -3 m S
167446,P n -3 m Z
16750,I a -3 d
16755,P m -3
167576,I 21 3
167577,I 21 3
167578,I 21 3
167579,I 21 3
167580,I 21 3
167622,I -4 3 m
167684,P m -3 n
167685,P m -3 n
167702,P a -3
167703,F m -3 c
167704,F d -3 m Z
167705,F d -3 m Z
167731,I 2 3
167738,P m -3 n
167739,P m -3 n
167740,P m -3 n
167741,P m -3 n
167742,P m -3 n
167743,P m -3 n
167905,F -4 3 m
167906,F d -3 m Z
167918,F d -3 m Z
167919,F d -3 m Z
167920,F d -3 m Z
167921,F d -3 m Z
167948,I 21 3
167950,I 21 3
167952,F d -3 m Z
167993,F d -3 m Z
167994,F d -3 m Z
167995,F d -3 m Z
167996,F d -3 m Z
167997,F d -3 m Z
167998,F d -3 m Z
167999,F d -3 m Z
168005,I a -3 d
168007,I a -3 d
168052,F d -3 m Z
168053,F d -3 m Z
16811,P 43 3 2
168113,F d -3 m Z
168114,F d -3 m Z
168115,F d -3 m Z
168116,F d -3 m Z
168117,F d -3 m Z
168137,F d -3 m S
168139,F d -3 m S
168141,F d -3 m S
168142,F d -3 m S
168143,P 43 3 2
168144,P 43 3 2
168145,P 43 3 2
168161,F d -3 m Z
16823,I m -3 m
16826,I -4 3 m
168341,I a -3
168342,I a -3
168343,I a -3
168358,F -4 3 m
168360,F d -3 m Z
168361,F d -3 m Z
168362,F d -3 m Z
168383,I m -3 m
168420,F d -3 m Z
168501,I m -3 m
168595,F d -3 m Z
168633,P -4 3 m
168634,P -4 3 m
168693,P -4 3 n
168734,P m -3 n
168749,F d -3 m Z
168855,F d -3 m Z
168856,F d -3 m Z
168859,F 2 3
168887,F m -3 c
168888,F m -3 c
168889,F m -3 c
168890,F m -3 c
168891,F m -3 c
168919,P 21 3
168980,I a -3
168998,F d -3 m Z
168999,F d -3 m Z
169042,I m -3
169095,I m -3
169138,F -4 3 m
169139,F -4 3 m
169140,F -4 3 m
169141,F -4 3 m
169142,F -4 3 m
169143,F -4 3 m
169144,F -4 3 m
169145,F -4 3 m
169146,F -4 3 m
169147,F -4 3 m
169148,F -4 3 m
169149,F -4 3 m
169150,F -4 3 m
169151,F -4 3 m
169152,F -4 3 m
169153,F -4 3 m
169154,F -4 3 m
169155,F -4 3 m
169156,F -4 3 m
169157,F -4 3 m
169158,F -4 3 m
169159,F -4 3 m
169160,F -4 3 m
169161,F -4 3 m
169162,F -4 3 m
169163,F -4 3 m
169164,F -4 3 m
169165,F -4 3 m
169172,I a -3
16922,I -4 3 d
169231,I 21 3
169232,I 21 3
16927,I 21 3
169413,I m -3
169420,I a -3
169423,I a -3
169426,I a -3
169429,I a -3
169432,I a -3
169434,F d -3 m S
169482,F 4 3 2
169544,P -4 3 m
169545,I -4 3 m
169546,I -4 3 m
169547,I -4 3 m
16955,I a -3
169610,F d -3 m Z
169611,F d -3 m Z
169612,F d -3 m Z
169613,F d -3 m Z
169699,F d -3 m Z
169700,F d -3 m Z
169725,I a -3
169728,I -4 3 m
169751,F d -3 m Z
169752,F d -3 m Z
169753,P -4 3 n
169755,P -4 3 n
169756,P -4 3 n
169757,P -4 3 n
16980,P 21 3
169810,F m -3
169842,P -4 3 n
169862,I -4 3 m
169863,P -4 3 n
169866,F d -3 m S
169934,P -4 3 n
169935,P -4 3 n
169936,I a -3 d
169937,I a -3 d
169968,P -4 3 m
170035,F -4 3 m
170052,P 21 3
170123,F d -3 m Z
170146,I a -3 d
170147,I a -3 d
170148,I a -3 d
170149,I a -3 d
170150,I a -3 d
170151,I a -3 d
170152,I a -3 d
170153,I a -3 d
170154,I a -3 d
170155,I a -3 d
170156,I a -3 d
170157,I a -3 d
170158,I a -3 d
170159,I a -3 d
170160,I a -3 d
170161,I a -3 d
170162,I a -3 d
170163,I a -3 d
170164,I a -3 d
170165,I a -3 d
170166,I a -3 d
170167,I a -3 d
170168,I a -3 d
170169,I a -3 d
17018,P -4 3 m
170227,F d -3 m Z
170261,F d -3 m Z
170263,F -4 3 m
170289,P m -3 n
170290,P m -3 n
170291,P m -3 n
170292,P m -3 n
170293,P m -3 n
170294,P m -3 n
170295,P m -3 n
170296,P m -3 n
170297,P m -3 n
170298,P m -3 n
170299,P m -3 n
170300,P m -3 n
170301,P m -3 n
170302,P m -3 n
170303,P m -3 n
170304,P m -3 n
170322,P a -3
17036,I a -3 d
17038,F d -3 m Z
170464,F d -3 m Z
170465,F d -3 m Z
17056,I a -3 d
170568,P 43 3 2
170581,P m -3 n
170584,P -4 3 m
170585,P -4 3 m
170623,P a -3
170624,P a -3
170625,P a -3
170626,P a -3
170628,F m -3 c
170656,F -4 3 m
170657,F -4 3 m
170674,I a -3
170675,I a -3
170687,P 21 3
170690,F -4 3 m
17073,F m -3 m
170768,F d -3 m Z
170775,F d -3 m Z
170776,P 21 3
170784,P -4 3 m
170785,F d -3 m Z
170861,I a -3 d
170862,I a -3 d
170863,I a -3 d
170867,F d -3 m Z
170868,F d -3 m Z
170882,F -4 3 m
170906,I m -3 m
170907,I m -3 m
170910,F d -3 m Z
170911,F d -3 m Z
170912,F d -3 m Z
170913,F d -3 m Z
170914,F d -3 m Z
170946,I 21 3
170949,P 21 3
171003,I m -3 m
171029,I -4 3 m
171106,F d -3 m Z
171107,F d -3 m Z
171108,F d -3 m Z
171109,F d -3 m Z
171110,F d -3 m Z
171111,F d -3 m Z
171112,F d -3 m Z
171113,F d -3 m Z
171114,F d -3 m Z
171115,F d -3 m Z
171116,F d -3 m Z
171117,F d -3 m Z
171118,F d -3 m Z
171119,F d -3 m Z
171120,F d -3 m Z
171121,F d -3 m Z
171136,I -4 3 d
171137,I -4 3 d
171168,I a -3 d
171169,I a -3 d
171170,I a -3 d
171171,I a -3 d
171191,I a -3 d
171237,P m -3 n
171241,P m -3 n
171242,P m -3 n
171352,I 21 3
171353,I 21 3
171404,I -4 3 d
171448,I -4 3 m
171463,I m -3 m
171498,F -4 3 m
171531,F d -3 m Z
171532,F d -3 m Z
171533,F d -3 m Z
171534,F d -3 m Z
171535,F d -3 m Z
171536,F d -3 m Z
171537,F d -3 m Z
171538,F d -3 m Z
171539,F d -3 m Z
171540,F d -3 m Z
171541,F d -3 m Z
171542,F d -3 m Z
171543,F d -3 m Z
171544,F d -3 m Z
171545,F d -3 m Z
171546,F d -3 m Z
171547,F d -3 m Z
171565,I a -3 d
171566,I a -3 d
171585,F d -3 m Z
171586,F d -3 m Z
171587,F d -3 m Z
171588,F d -3 m Z
171589,F d -3 m Z
171590,F d -3 m Z
171591,F d -3 m Z
171592,F d -3 m Z
171593,F d -3 m Z
171594,F d -3 m Z
171595,F d -3 m Z
171596,F d -3 m Z
171597,F d -3 m Z
171598,F d -3 m Z
171599,F d -3 m Z
171682,P 21 3
171749,I -4 3 m
171823,I a -3 d
171830,I a -3 d
171831,I a -3 d
171832,I a -3 d
171833,I a -3 d
171834,I a -3 d
171835,I a -3 d
171836,I a -3 d
171837,I a -3 d
171838,I a -3 d
171839,I a -3 d
171870,F d -3 m Z
171879,F d -3 m Z
171889,F d -3 m Z
171890,F d -3 m Z
1719,I -4 3 d
171959,I 41 3 2
171972,F -4 3 m
172024,F d -3 m S
172059,I a -3 d
172076,I a -3 d
172077,I a -3 d
172078,F d -3 m Z
172079,F d -3 m Z
172080,F d -3 m Z
172081,F d -3 m Z
172082,F d -3 m Z
172083,F d -3 m Z
172084,F d -3 m Z
172089,F d -3 m Z
172090,F d -3 m Z
172091,F d -3 m Z
172092,F d -3 m Z
172093,F d -3 m Z
172094,F d -3 m Z
172095,F d -3 m Z
172096,F d -3 m Z
172097,F d -3 m Z
172098,F d -3 m Z
172130,F d -3 m Z
172131,F d -3 m Z
172132,F d -3 m Z
172133,F d -3 m Z
172143,F d -3 m Z
172144,F d -3 m Z
172145,F d -3 m Z
172146,F d -3 m Z
172147,F d -3 m Z
172160,F d -3 m Z
172162,F d -3 m Z
172163,F d -3 m Z
172164,F d -3 m Z
172174,P n -3 m Z
172183,F d -3 m Z
172209,I -4 3 m
172210,I -4 3 m
172276,F d -3 m Z
172277,F d -3 m Z
172278,F d -3 m Z
172279,F d -3 m Z
172280,F d -3 m Z
172281,F d -3 m Z
172282,F d -3 m Z
172283,F d -3 m Z
172284,F d -3 m Z
172285,F d -3 m Z
172297,F d -3 m Z
172298,F d -3 m Z
172299,F d -3 m Z
172300,F d -3 m Z
172301,F d -3 m Z
172302,F d -3 m Z
172303,F d -3 m Z
172304,F d -3 m Z
172305,F d -3 m Z
172306,F d -3 m Z
172307,F d -3 m Z
172308,F d -3 m Z
172309,F d -3 m Z
172365,I -4 3 m
172366,I -4 3 m
172367,I -4 3 m
172368,I -4 3 m
172369,I -4 3 m
172370,I -4 3 m
172371,I -4 3 m
172372,I -4 3 m
172377,F -4 3 m
172378,F -4 3 m
172379,F -4 3 m
172382,F d -3 m S
172437,I m -3
172511,I a -3 d
172525,I 21 3
172618,F d -3 m Z
172619,F d -3 m Z
172620,F d -3 m Z
172629,F d -3 m Z
172642,F d -3 m Z
172655,F d -3 m Z
172656,F d -3 m Z
172791,P m -3 n
172792,P m -3 n
172793,P m -3 n
172829,P m -3 n
172830,P m -3 n
172831,P m -3 n
172832,P m -3 n
172833,P m -3 n
172834,P m -3 n
172836,P m -3 n
172837,P m -3 n
172838,P m -3 n
172839,P m -3 n
172840,P m -3 n
172841,P m -3 n
172842,P m -3 n
172843,P m -3 n
173048,F d -3 m Z
173049,F d -3 m Z
173050,F d -3 m Z
173052,F d -3 m Z
173054,F d -3 m Z
173057,F d -3 m Z
173058,F d -3 m Z
173059,F d -3 m Z
173060,F d -3 m Z
173061,F d -3 m Z
173062,F d -3 m Z
173064,F d -3 m Z
173066,F d -3 m Z
173068,F d -3 m Z
173072,F d -3 m Z
173073,F d -3 m Z
173094,I a -3
173127,I m -3 m
173131,I m -3 m
173169,P m -3 n
173170,P m -3 n
173237,P m -3 n
173325,F m -3 c
173326,F m -3 c
173327,F m -3 c
173328,F m -3 c
173329,F m -3 c
173330,F m -3 c
173331,F m -3 c
173333,F -4 3 c
173334,F -4 3 c
173335,F -4 3 c
173336,F -4 3 c
173337,F -4 3 c
173338,F -4 3 c
173339,F -4 3 c
173340,F -4 3 c
173341,F -4 3 c
173342,F -4 3 c
173343,F -4 3 c
173344,F -4 3 c
173345,F -4 3 c
173346,F -4 3 c
173347,F -4 3 c
173352,F d -3 m Z
173392,P 43 3 2
173450,F d -3 m Z
173451,F d -3 m Z
173452,F d -3 m Z
173453,F d -3 m Z
173503,I m -3
173605,P m -3
173606,P m -3
173607,P m -3
173620,I m -3
173682,P m -3 n
173683,P m -3 n
173684,P m -3 n
173729,I m -3 m
173730,I m -3 m
173731,I m -3 m
173732,I m -3 m
173750,F d -3 m Z
173751,F d -3 m Z
173752,F d -3 m Z
173787,F d -3 m Z
173788,F d -3 m Z
173789,F d -3 m Z
173890,I a -3
173900,I a -3 d
173971,I m -3 m
173972,I m -3 m
173973,I m -3 m
173974,I m -3 m
173975,I m -3 m
173976,I m -3 m
173977,I m -3 m
173978,I m -3 m
173979,I m -3 m
173980,I m -3 m
173981,I m -3 m
173982,P n -3 m Z
173983,P n -3 m Z
173984,P n -3 m Z
173996,F d -3 m S
174031,P m -3
174037,I -4 3 m
174043,F d -3 m S
174044,F d -3 m S
174045,F d -3 m S
174046,F d -3 m S
174087,P n -3 m Z
174088,P n -3 m Z
174089,P n -3 m Z
174090,P n -3 m Z
174091,P n -3 m Z
174092,P n -3 m Z
174138,F d -3 m Z
174139,F d -3 m Z
174171,F d -3 m Z
174174,F d -3 m Z
174177,F d -3 m Z
174187,F d -3 m Z
174188,F d -3 m Z
174189,F d -3 m Z
174190,F d -3 m Z
174191,F d -3 m Z
174203,I m -3
174270,F m -3 c
174318,F d -3 m Z
174321,F d -3 m Z
174322,F d -3 m Z
174378,I 2 3
174379,I 2 3
174444,P m -3 n
174445,P m -3 n
174446,P m -3 n
174551,I m -3
174552,I m -3
174553,I m -3
174554,I m -3
174555,I m -3
174556,I m -3
174567,P n -3 n Z
174573,F -4 3 m
174574,F -4 3 m
174575,F -4 3 m
174576,F -4 3 m
174612,I a -3 d
174613,I a -3 d
174614,I a -3 d
174615,I a -3 d
174616,I a -3 d
174617,I a -3 d
174642,P a -3
174644,P m -3 n
179,F m -3
180008,F d -3 m Z
180026,F d -3 m Z
180027,F d -3 m Z
180028,F d -3 m Z
180029,F d -3 m Z
180030,F d -3 m Z
180031,F d -3 m Z
180032,F d -3 m Z
180033,F d -3 m Z
180034,F d -3 m Z
180035,F d -3 m Z
180036,F d -3 m Z
180037,F d -3 m Z
180038,F d -3 m Z
180039,F d -3 m Z
180040,F d -3 m Z
180041,F d -3 m Z
180056,F d -3 m Z
180057,F d -3 m Z
180058,F d -3 m Z
180059,F d -3 m Z
180119,P -4 3 m
180192,P -4 3 m
180193,P -4 3 m
180276,I a -3
180277,P -4 3 m
180363,I m -3 m
180370,I 2 3
180371,I 2 3
180372,I 2 3
180373,I 2 3
180374,I 2 3
180403,P 41 3 2
180404,P 41 3 2
180405,P 41 3 2
180406,P 41 3 2
180458,I m -3
180459,I m -3
180460,I m -3
180461,I m -3
180462,I m -3
180463,I m -3
180464,I m -3
180465,I m -3
180491,F d -3 m S
180492,F d -3 m S
180493,F d -3 m S
180535,F d -3 m Z
180576,F d -3 m Z
180810,P 43 3 2
180816,F d -3 m Z
180817,F d -3 m Z
180818,F d -3 m Z
180819,F d -3 m Z
180837,I a -3
180838,I a -3
180839,I a -3
180840,I a -3
180841,I a -3
180842,I a -3
180843,I a -3
180846,P n -3 m Z
180890,I a -3
180891,I a -3
180966,I m -3
180987,F d -3 m Z
180988,F d -3 m Z
181011,F d -3 m Z
181043,F d -3 m Z
181044,F d -3 m Z
181045,F d -3 m Z
181046,F d -3 m Z
18111,I a -3 d
181125,F d -3 m Z
18113,I a -3 d
18125,P -4 3 m
181262,F d -3 m Z
181312,F d -3 m Z
181313,F d -3 m Z
181314,F d -3 m Z
181315,F d -3 m Z
181377,I a -3
181469,P -4 3 m
181470,P -4 3 m
181509,F d -3 m Z
181510,F d -3 m Z
181511,F d -3 m Z
181525,P m -3 n
181569,F d -3 m Z
181570,F d -3 m Z
181571,F d -3 m Z
181653,F m -3 c
181654,F m -3 c
181655,F m -3 c
181657,I m -3 m
181754,I a -3
181824,P -4 3 m
181859,I -4 3 d
181860,I -4 3 d
181861,I -4 3 d
181862,I a -3 d
181863,I a -3 d
181864,I a -3 d
182021,I -4 3 d
182035,I a -3 d
182036,I a -3 d
182066,I a -3 d
182068,I a -3 d
182069,I a -3 d
182071,I a -3 d
182076,I -4 3 d
182079,F d -3 m Z
182265,I -4 3 m
182266,I -4 3 m
182371,I a -3 d
182372,I a -3 d
182373,I a -3 d
182374,I a -3 d
182375,I a -3 d
182376,I a -3 d
182377,I a -3 d
182378,I a -3 d
182379,I a -3 d
182380,I a -3 d
182381,I a -3 d
182382,I a -3 d
182383,I a -3 d
182384,I a -3 d
182385,I a -3 d
182386,I a -3 d
182387,I a -3 d
182388,I a -3 d
182389,I a -3 d
182390,I a -3 d
182391,I a -3 d
182421,F -4 3 m
182422,F -4 3 m
182423,F -4 3 m
182424,F -4 3 m
182425,F -4 3 m
182426,F -4 3 m
182433,F d -3 m Z
182434,F d -3 m Z
182554,I 2 3
182717,F d -3 m S
